04/16/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,7,294,99%,99.0%,1.,<0.01,Fourth Lagoon,YES,"1,101",<0.01,1%,0.85,0.63,Fourth Lagoon,NO,9,<0.01,YES,1.11,0.01,<0.001,<0.001,<0.001,
04/16/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANKS SECONDARY CONTAINMENTS - ENVIRONMENTAL ,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,40,"1,680",99%,99.0%,1.,-0-,Stormwater,NO,"6,291",-0-,1%,0.85,0.03,Stormwater,NO,54,<0.01,YES,6.34,<0.001,<0.001,<0.001,<0.001,
04/16/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,30,"1,260",99%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"4,289",0.05,10%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,388,0.6,YES,4.68,137.54,<0.001,<0.001,-,
04/16/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - SAMPLE POINTS - ENVIRONMENTAL,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,99%,99.0%,1.,4.59,TK-4507 Waste Water Tank,NO,786,<0.01,1%,0.85,573.33,TK-4507 Waste Water Tank,NO,7,<0.01,YES,0.79,9.43,<0.001,<0.001,<0.001,
04/16/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - WATER DRAW,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,15,630,99%,99.0%,1.,4.17,sludge processing,NO,"2,359",<0.01,1%,1.07,417.,sludge processing,NO,25,0.01,YES,2.38,8.58,<0.001,<0.001,<0.001,
04/16/2014,307169,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - PROOPER PIT,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,99%,99.0%,1.,0.01,Prooper Pit,YES,786,<0.01,1%,0.85,0.63,Prooper Pit,NO,7,<0.01,YES,0.79,0.02,<0.001,<0.001,<0.001,
04/17/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,7,294,99%,99.0%,1.,<0.01,Fourth Lagoon,YES,"1,101",<0.01,1%,0.85,0.63,Fourth Lagoon,NO,9,<0.01,YES,1.11,0.01,<0.001,<0.001,<0.001,
04/17/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,50,"2,100",99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"7,863",0.08,1%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,65,0.1,YES,7.93,22.99,<0.001,<0.001,-,
04/17/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,SLUDGE,PLANT 1 - STORAGE FRAC TANKS BY FLARE,YES,Frac Tanks by Flare,NO,NO,65,"2,730",10-30%,10.0%,1.,3.95,TK-4507 Waste Water Tank,YES,"1,033",<0.01,90%,0.85,573.33,TK-4507 Waste Water Tank,NO,"7,899",4.53,YES,8.93,507.51,<0.001,<0.001,-,
04/17/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - SKID AND CONCRETE PAD AT CENTRIFUGE,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,8,336,99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,258",0.01,1%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,10,0.02,YES,1.27,22.99,<0.001,<0.001,<0.001,
04/17/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,30,"1,260",99%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"4,289",0.05,10%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,388,0.6,YES,4.68,137.54,<0.001,<0.001,-,
04/17/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANKS SECONDARY CONTAINMENTS - ENVIRONMENTAL,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,35,"1,470",99%,99.0%,1.,-0-,Stormwater,NO,"5,504",-0-,1%,0.85,0.03,Stormwater,NO,47,<0.01,YES,5.55,<0.001,<0.001,<0.001,<0.001,
04/17/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,260,"10,920",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"4,130",0.04,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"30,234",46.66,YES,34.36,"1,359.10",0.05,0.05,-,
04/18/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANKS SECONDARY CONTAINMENTS - ENVIRONMENTAL ,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,15,630,99%,99.0%,1.,-0-,Stormwater,NO,"2,359",-0-,1%,0.85,0.03,Stormwater,NO,20,<0.01,YES,2.38,<0.001,<0.001,<0.001,<0.001,
04/18/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - SAMPLE POINTS - ENVIRONMENTAL,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,99%,99.0%,1.,4.59,TK-4507 Waste Water Tank,NO,786,<0.01,1%,0.85,573.33,TK-4507 Waste Water Tank,NO,7,<0.01,YES,0.79,9.43,<0.001,<0.001,<0.001,
04/18/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,35,"1,470",99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"5,504",0.06,1%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,45,0.07,YES,5.55,22.99,<0.001,<0.001,-,
04/18/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,20,840,99%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"2,859",0.03,10%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,258,0.4,YES,3.12,137.54,<0.001,<0.001,-,
04/18/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,SLUDGE,PLANT 1 - STORAGE FRAC TANKS BY FLARE,YES,Frac Tanks by Flare,NO,NO,65,"2,730",<10%,10.0%,1.,3.95,TK-4507 Waste Water Tank,YES,"1,033",<0.01,90%,0.85,573.33,TK-4507 Waste Water Tank,NO,"7,899",4.53,YES,8.93,507.51,<0.001,<0.001,-,
04/18/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,40,"1,680",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,635,<0.01,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"4,651",7.18,YES,5.29,"1,359.10",<0.011,<0.011,-,
04/18/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,SLUDGE,PLANT 1 - STORAGE FRAC TANKS BY FLARE,YES,Frac Tanks by Flare,NO,NO,35,"1,470",<10%,10.0%,1.,3.95,TK-4507 Waste Water Tank,YES,556,<0.01,90%,0.85,573.33,TK-4507 Waste Water Tank,NO,"4,253",2.44,YES,4.81,507.51,<0.001,<0.001,-,
04/18/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,180,"7,560",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"2,859",0.03,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"20,931",32.3,YES,23.79,"1,359.10",0.03,0.03,-,
04/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,3.95,TK-4507 Waste Water Tank,YES,953,<0.01,90%,0.85,573.33,TK-4507 Waste Water Tank,NO,"7,292",4.18,YES,8.24,507.51,<0.001,<0.001,-,
04/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,3.95,TK-4507 Waste Water Tank,YES,953,<0.01,90%,0.85,573.33,TK-4507 Waste Water Tank,NO,"7,292",4.18,YES,8.24,507.51,<0.001,<0.001,-,
04/21/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - SKID AND CONCRETE PAD AT CENTRIFUGE,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,15,630,99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"2,359",0.02,1%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,19,0.03,YES,2.38,22.99,<0.001,<0.001,<0.001,
04/21/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,30,"1,260",99%,90.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"4,289",0.05,10%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,388,0.6,YES,4.68,137.54,<0.001,<0.001,-,
04/21/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,260,"10,920",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"4,130",0.04,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"30,234",46.66,YES,34.36,"1,359.10",0.05,0.05,-,
04/21/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"6,977",10.77,YES,7.93,"1,359.10",0.01,0.01,-,
04/21/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,30,"1,260",99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"4,718",0.05,1%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,39,0.06,YES,4.76,22.99,<0.001,<0.001,-,
04/21/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,65,"2,730",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,033",0.01,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"7,558",11.67,YES,8.59,"1,359.10",0.01,0.01,-,
04/22/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,130,"5,460",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"2,065",0.02,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"15,117",23.33,YES,17.18,"1,359.10",0.02,0.02,-,
04/22/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,195,"8,190",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"3,098",0.03,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"22,675",35.,YES,25.77,"1,359.10",0.04,0.04,-,
04/22/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 1ST LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,7,294,99%,99.0%,1.,<0.01,Fourth Lagoon,NO,"1,101",<0.01,1%,0.85,0.63,Fourth Lagoon,NO,9,<0.01,YES,1.11,0.01,<0.001,<0.001,<0.001,
04/22/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 2ND LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,99%,99.0%,1.,<0.01,Fourth Lagoon,YES,786,<0.01,1%,0.85,0.63,Fourth Lagoon,NO,7,<0.01,YES,0.79,0.01,<0.001,<0.001,<0.001,
04/22/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 3RD LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,99%,99.0%,1.,<0.01,Fourth Lagoon,NO,"1,573",<0.01,1%,0.85,0.63,Fourth Lagoon,NO,14,<0.01,YES,1.59,0.01,<0.001,<0.001,<0.001,
04/23/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,130,"5,460",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"2,065",0.02,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"15,117",23.33,YES,17.18,"1,359.10",0.02,0.02,-,
04/23/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CONCRETE PAD AND SKID AT CENTRIFUGE,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,8,336,99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,258",0.01,1%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,10,0.02,YES,1.27,22.99,<0.001,<0.001,<0.001,
04/23/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 1ST LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,9,378,99%,99.0%,1.,<0.01,Fourth Lagoon,NO,"1,415",<0.01,1%,0.85,0.63,Fourth Lagoon,NO,12,<0.01,YES,1.43,0.01,<0.001,<0.001,<0.001,
04/23/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,7,294,99%,99.0%,1.,<0.01,Fourth Lagoon,YES,"1,101",<0.01,1%,0.85,0.63,Fourth Lagoon,NO,9,<0.01,YES,1.11,0.01,<0.001,<0.001,<0.001,
04/23/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,5,210,99%,90.0%,1.,3.52,TK-60 Equalization Tank Aqueous,NO,715,<0.01,10%,0.85,"1,230.",TK-60 Equalization Tank,NO,68,0.08,YES,0.78,109.36,<0.001,<0.001,-,
04/23/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,195,"8,190",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"3,098",0.03,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"22,675",35.,YES,25.77,"1,359.10",0.04,0.04,-,
04/23/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,SLUDGE,PLANT 1 - STORAGE FRAC TANKS BY FLARE,YES,Frac Tanks by Flare,NO,NO,65,"2,730",<10%,10.0%,1.,3.95,TK-4507 Waste Water Tank,YES,"1,033",<0.01,90%,0.85,573.33,TK-4507 Waste Water Tank,NO,"7,899",4.53,YES,8.93,507.51,<0.001,<0.001,-,
04/24/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,20,840,99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"3,145",0.03,1%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,26,0.04,YES,3.17,22.99,<0.001,<0.001,-,
04/24/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - PROOPER PIT,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,99%,99.0%,1.,0.01,Prooper Pit,YES,786,<0.01,1%,0.85,0.63,Prooper Pit,NO,7,<0.01,YES,0.79,0.02,<0.001,<0.001,<0.001,
04/24/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,7,294,99%,99.0%,1.,<0.01,Fourth Lagoon,YES,"1,101",<0.01,1%,0.85,0.63,Fourth Lagoon,NO,9,<0.01,YES,1.11,0.01,<0.001,<0.001,<0.001,
04/24/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,65,"2,730",<10%,10.0%,1.,3.95,TK-4507 Waste Water Tank,YES,"1,033",<0.01,90%,0.85,573.33,TK-4507 Waste Water Tank,NO,"7,899",4.53,YES,8.93,507.51,<0.001,<0.001,-,
04/24/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,195,"8,190",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"3,098",0.03,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"22,675",35.,YES,25.77,"1,359.10",0.04,0.04,-,
04/25/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - PROOPER PIT,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,6,252,99%,99.0%,1.,0.01,Prooper Pit,YES,944,<0.01,1%,0.85,0.63,Prooper Pit,NO,8,<0.01,YES,0.95,0.02,<0.001,<0.001,<0.001,
04/25/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - SAMPLE POINTS - ENVIRONMENTAL,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,99%,99.0%,1.,4.59,TK-4507 Waste Water Tank,NO,786,<0.01,1%,0.85,573.33,TK-4507 Waste Water Tank,NO,7,<0.01,YES,0.79,9.43,<0.001,<0.001,<0.001,
04/25/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANKS SECONDARY CONTAINMENTS - ENVIRONMENTAL ,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,15,630,99%,99.0%,1.,-0-,Stormwater,NO,"2,359",-0-,1%,0.85,0.03,Stormwater,NO,20,<0.01,YES,2.38,<0.001,<0.001,<0.001,<0.001,
04/25/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4501,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,55,"2,310",<10%,10.0%,1.,7.61,"Tank 4501, Aqueous Layer",NO,874,<0.01,90%,0.92,"1,251.4","Tank 4501, Oil Layer",NO,"7,234",9.05,YES,8.11,"1,117.37",<0.011,<0.011,-,
04/25/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"6,977",10.77,YES,7.93,"1,359.10",0.01,0.01,-,
04/25/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,SLUDGE,PLANT 1 - STORAGE FRAC TANKS BY FLARE,YES,Frac Tanks by Flare,NO,NO,45,"1,890",<10%,10.0%,1.,3.95,TK-4507 Waste Water Tank,YES,715,<0.01,90%,0.85,573.33,TK-4507 Waste Water Tank,NO,"5,469",3.14,YES,6.18,507.51,<0.001,<0.001,-,
04/28/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 - CONTAINMENT,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,65,"2,730",99%,99.0%,1.,-0-,Stormwater,NO,"10,222",-0-,1%,0.85,0.03,Stormwater,NO,88,<0.01,YES,10.31,<0.001,<0.001,<0.001,<0.001,
04/28/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 - CONTAINMENT,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,65,"2,730",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,033",0.01,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"7,558",11.67,YES,8.59,"1,359.10",0.01,0.01,-,
04/28/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 - CONTAINMENT,SLUDGE,PLANT 1 -STORAGE FRAC TANKS BY FLARE,YES,Frac Tanks by Flare,NO,NO,130,"5,460",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"2,065",0.02,90%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,"15,117",23.33,YES,17.18,"1,359.10",0.02,0.02,-,
04/28/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 - CONTAINMENT,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,25,"1,050",99%,99.0%,1.,-0-,Stormwater,NO,"3,932",-0-,1%,0.85,0.03,Stormwater,NO,34,<0.01,YES,3.97,<0.001,<0.001,<0.001,<0.001,
04/28/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FRAC TANKS - TANK 4516 - CENTRIFUGE,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,573",0.02,1%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,13,0.02,YES,1.59,22.99,<0.001,<0.001,-,
04/28/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,SLUDGE,PLANT 1 -STORAGE FRAC TANKS BY FLARE,YES,Frac Tanks by Flare,NO,NO,65,"2,730",<10%,10.0%,1.,3.95,TK-4507 Waste Water Tank,YES,"1,033",<0.01,90%,0.85,573.33,TK-4507 Waste Water Tank,NO,"7,899",4.53,YES,8.93,507.51,<0.001,<0.001,-,
04/28/2014,307164,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,40,"1,680",99%,99.0%,1.,-0-,Stormwater,NO,"6,291",-0-,1%,0.85,0.03,Stormwater,NO,54,<0.01,YES,6.34,<0.001,<0.001,<0.001,<0.001,
04/29/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),"PLANT 1 - CONCRETE PAD, SKID AND NONHAZ TANK AT CENTRIFUGE",OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,30,"1,260",99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"4,718",0.05,1%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,39,0.06,YES,4.76,22.99,<0.001,<0.001,<0.001,
04/29/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 -STORAGE FRAC TANKS BY FLARE,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,30,"1,260",99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"4,718",0.05,1%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,39,0.06,YES,4.76,22.99,<0.001,<0.001,-,
04/29/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 1ST LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,8,336,99%,99.0%,1.,<0.01,Fourth Lagoon,NO,"1,258",<0.01,1%,0.85,0.63,Fourth Lagoon,NO,11,<0.01,YES,1.27,0.01,<0.001,<0.001,<0.001,
04/29/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,6,252,>90%,99.0%,1.,<0.01,Fourth Lagoon,YES,944,<0.01,1%,0.85,0.63,Fourth Lagoon,NO,8,<0.01,YES,0.95,0.01,<0.001,<0.001,<0.001,
04/29/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - OLD APIs,WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,360,"15,120",99%,99.0%,1.,<0.01,Stripped Sour Water,YES,"56,617",<0.01,1%,0.85,0.63,Stripped Sour Water,NO,486,<0.01,YES,57.1,0.01,<0.001,<0.001,<0.001,
