,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE: VACUUM TRUCK MOVEMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-Of-Line Quarterly Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suncor Energy (U.S.A.), Inc. Commerce City Refinery ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Aqueous Phase Data,,,,,,,Organic Phase Data,,,,,,,,,,,,,
05/17/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - TANK 776,YES, VAC PAD,NO,NO,60,"2,520",99%,95.5%,1,24,Crude,NO,"9,103",0.22,5%,0.79,"2,400",Crude,NO,339,0.81,YES,9.44,109.27,<0.001,<0.001,-,
05/17/2013,LV-4,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,60,"2,520",>90%,90.0%,1,11.33,T-101 Underground Storage Tank Aqueous,YES,"8,578",0.1,10%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,823,0.94,YES,9.4,110.47,<0.001,-,-,
05/18/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD-TIM SUPPORT ,YES, VAC PAD,NO,NO,12,504,>90%,90.0%,1,2.07,All Groundwater,YES,"1,716",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,144,1.08,YES,1.86,580.76,<0.001,<0.001,-,
05/18/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20-MITCH F,YES,Tank 20,NO,NO,3,126,<10%,10.0%,1,2.07,All Groundwater,YES,48,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,325,2.42,YES,0.37,"6,503.68",<0.001,<0.001,-,
05/18/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20-MITCH F,YES,Tank 20,NO,NO,12,504,<10%,10.0%,1,2.07,All Groundwater,YES,191,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,299",9.69,YES,1.49,"6,503.68",<0.011,<0.011,-,
05/18/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20-MITCH F,YES,Tank 20,NO,NO,9,378,<10%,10.0%,1,2.07,All Groundwater,YES,143,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,975,7.27,YES,1.12,"6,503.68",<0.011,<0.011,-,
05/19/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20-JOE H,YES,Tank 20,NO,NO,4,168,<10%,10.0%,1,2.07,All Groundwater,YES,64,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,433,3.23,YES,0.5,"6,503.68",<0.001,<0.001,-,
05/19/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1N - Tank 31,GASOLINE,PLANT 2 - TANK 20-JOE H,YES,Tank 20,NO,NO,5,210,<10%,10.0%,1,2.07,All Groundwater,YES,79,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,541,4.04,YES,0.62,"6,503.68",<0.001,<0.001,-,
05/19/2013,LV-2,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,GWTS Tank 14,GASOLINE,PLANT 2 - TANK 20-JOE H,YES,Tank 20,NO,NO,4,168,<10%,10.0%,1,2.07,All Groundwater,YES,64,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,433,3.23,YES,0.5,"6,503.68",<0.001,<0.001,-,
05/19/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20-JOE H,YES,Tank 20,NO,NO,12,504,<10%,10.0%,1,2.07,All Groundwater,YES,191,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,299",9.69,YES,1.49,"6,503.68",<0.011,<0.011,-,
05/19/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20-JOE H,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
05/19/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD-TIM S,YES, VAC PAD,NO,NO,15,630,>90%,90.0%,1,2.07,All Groundwater,YES,"2,145",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,180,1.35,YES,2.33,580.76,<0.001,<0.001,-,
05/19/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20-JOE H,YES,Tank 20,NO,NO,3,126,<10%,10.0%,1,2.07,All Groundwater,YES,48,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,325,2.42,YES,0.37,"6,503.68",<0.001,<0.001,-,
05/19/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",10-30%,10.0%,1,4.08,TK-4507 Waste Water Tank,YES,953,<0.01,90%,0.85,509.58,TK-4507 Waste Water Tank,NO,"7,292",3.72,YES,8.24,451.14,<0.001,<0.001,-,
05/19/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,SLUDGE AND WATER,PLANT 1 - CENTRIFUGE MIX TANKS,NO,TO,NO,YES,60,"2,520",30-50%,30.0%,1,2.3,Fourth Lagoon,YES,"2,859",<0.01,70%,0.85,2.3,Fourth Lagoon,YES,"5,671",0.01,YES,8.53,2.30,<0.001,<0.001,<0.001,
05/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/BILL P,NO, VAC PAD,NO,YES,60,"2,520",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"9,103",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,360,<0.01,YES,9.46,0.48,<0.001,<0.001,<0.001,
05/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD/BILL P,YES, VAC PAD,NO,NO,25,"1,050",>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,317,0.68,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
05/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/BILL P,YES, VAC PAD,NO,NO,35,"1,470",>90%,95.5%,1,24,Crude,NO,"5,310",0.13,5%,0.79,"2,400",Crude,NO,198,0.47,YES,5.51,109.27,<0.001,<0.001,-,
05/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/BILL P,YES, VAC PAD,NO,NO,60,"2,520",>90%,95.5%,1,24,Crude,NO,"9,103",0.22,5%,0.79,"2,400",Crude,NO,339,0.81,YES,9.44,109.27,<0.001,<0.001,-,
05/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/BILL P,YES, VAC PAD,NO,NO,5,210,>90%,95.5%,1,24,Crude,NO,759,0.02,5%,0.79,"2,400",Crude,NO,28,0.07,YES,0.79,109.27,<0.001,<0.001,-,
05/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 58 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/BILL P,YES, VAC PAD,NO,NO,10,420,>90%,95.5%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,517",0.02,5%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,59,0.1,YES,1.58,70.80,<0.001,<0.001,-,
05/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 64/65/66 - WATER DRAW,DIESEL,PLANT 1 - TANK 58/KARL K,NO,TK-58,NO,YES,15,630,<10%,95.5%,1,0.02,Diesel,NO,"2,276",<0.01,5%,0.86,2,Diesel,NO,92,<0.01,YES,2.37,0.10,<0.001,<0.001,<0.001,
05/20/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,60,"2,520",>90%,90.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"8,578",0.09,10%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,781,1.28,YES,9.36,145.86,<0.001,<0.001,-,
05/20/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,"7,026",11.48,YES,7.98,"1,439.47",0.01,0.01,-,
05/20/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",10-30%,10.0%,1,4.08,TK-4507 Waste Water Tank,YES,953,<0.01,90%,0.85,509.58,TK-4507 Waste Water Tank,NO,"7,292",3.72,YES,8.24,451.14,<0.001,<0.001,-,
05/20/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - SAMPLE POINTS - ENVIRONMENTAL,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,2,84,99%,99.0%,,4.08,TK-4507 Waste Water Tank,NO,#VALUE!,#VALUE!,1%,0.85,509.58,TK-4507 Waste Water Tank,NO,3,<0.01,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
05/20/2013,LV-5,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN SUMP,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,35,"1,470",99%,99.0%,1,2.07,All Groundwater,YES,"5,504",0.01,1%,0.76,"7,457.5",Remediation Oil,YES,42,0.31,YES,5.55,58.67,<0.001,<0.001,<0.001,
05/20/2013,LV-4,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,65,"2,730",>90%,90.0%,1,11.33,T-101 Underground Storage Tank Aqueous,YES,"9,293",0.11,10%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,891,1.02,YES,10.18,110.47,<0.001,-,-,
05/20/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,4,168,99%,99.0%,1,24,Crude,NO,629,0.02,1%,0.79,"2,400",Crude,NO,5,0.01,YES,0.63,42.81,<0.001,<0.001,<0.001,
05/20/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,170,"7,140",99%,95.5%,1,24,Crude,NO,"25,790",0.62,5%,0.79,"2,400",Crude,NO,960,2.3,YES,26.75,109.27,<0.001,<0.001,-,
05/20/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,>90%,90.0%,1,2.07,All Groundwater,YES,715,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,60,0.45,YES,0.78,580.76,<0.001,<0.001,-,
05/20/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,10,420,>90%,90.0%,1,2.07,All Groundwater,YES,"1,430",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,120,0.9,YES,1.55,580.76,<0.001,<0.001,-,
05/20/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - RED DYE CONTAINMENT,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,6,252,99%,99.0%,1,<0.01,Stormwater,NO,944,<0.01,1%,0.85,0.03,Stormwater,,8,<0.01,YES,0.95,<0.001,<0.001,<0.001,<0.001,
05/21/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
05/21/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,20,840,<10%,10.0%,1,2.07,All Groundwater,YES,318,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"2,166",16.15,YES,2.48,"6,503.68",0.02,0.02,-,
05/21/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,10,420,<10%,10.0%,1,2.07,All Groundwater,YES,159,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,083",8.08,YES,1.24,"6,503.68",<0.011,<0.011,-,
05/21/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,5,210,<10%,10.0%,1,2.07,All Groundwater,YES,79,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,541,4.04,YES,0.62,"6,503.68",<0.001,<0.001,-,
05/21/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1N - Tank 31,GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,5,210,<10%,10.0%,1,2.07,All Groundwater,YES,79,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,541,4.04,YES,0.62,"6,503.68",<0.001,<0.001,-,
05/21/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,4,168,>90%,90.0%,1,2.07,All Groundwater,YES,572,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,48,0.36,YES,0.62,580.76,<0.001,<0.001,-,
05/21/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,8,336,>90%,90.0%,1,2.07,All Groundwater,YES,"1,144",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,96,0.72,YES,1.24,580.76,<0.001,<0.001,-,
05/21/2013,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - AU GAS OIL PAD PUMP CONTAINMENT,WATER,PLANT 1 - VAC PAD/JOE R,NO, VAC PAD,NO,YES,15,630,99%,99.0%,1,<0.01,Stormwater,NO,"2,359",<0.01,1%,0.85,0.03,Stormwater,NO,20,<0.01,YES,2.38,<0.001,<0.001,<0.001,<0.001,
05/21/2013,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - CPI CONTAINMENT,WATER,PLANT 1 - VAC PAD/JOE R,NO, VAC PAD,NO,YES,20,840,99%,99.0%,1,<0.01,Stormwater,NO,"3,145",<0.01,1%,0.85,0.03,Stormwater,NO,27,<0.01,YES,3.17,<0.001,<0.001,<0.001,<0.001,
05/21/2013,LV-2,PLANT 1 - UNIT 035 - FLUID CATALYTIC CRACKER,PLANT 1 - TANK 86/87 - TANK CONTAINMENT,WATER,PLANT 1 - VAC PAD/JOE R,NO, VAC PAD,NO,YES,45,"1,890",99%,99.0%,1,<0.01,Stormwater,NO,"7,077",<0.01,1%,0.85,0.03,Stormwater,NO,61,<0.01,YES,7.14,<0.001,<0.001,<0.001,<0.001,
05/21/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/JOE R,NO, VAC PAD,NO,YES,50,"2,100",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"7,585",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,300,<0.01,YES,7.89,0.48,<0.001,<0.001,<0.001,
05/21/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD/JOE R,YES, VAC PAD,NO,NO,35,"1,470",>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,444,0.96,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
05/21/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - FLARE SUMP,WATER,PLANT 1 - VAC PAD/JOE R,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,4.03,"Knockout Water, Fuel Gas (Hydrocraker)",NO,"1,573",<0.01,1%,0.73,"3,150","Knockout Water, Fuel Gas (Hydrocraker)",NO,12,0.04,YES,1.58,27.06,<0.001,<0.001,<0.001,
05/21/2013,LV-6,DENVER TRUCK TERMINAL,DENVER TERMINAL -TR-2,GASOLINE,PLANT 2 - TANK 20,YES, VAC PAD,YES,NO,66,"2,772",<10%,10.0%,1,25.6,Denver Truck Terminal Aqueous,YES,"1,048",0.03,90%,0.77,"6,753.33",Denver Truck Terminal Oil,YES,"7,269",49.09,YES,8.32,"5,905.26",0.05,-,-,
05/21/2013,LV-4,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,55,"2,310",>90%,90.0%,1,11.33,T-101 Underground Storage Tank Aqueous,YES,"7,863",0.09,10%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,754,0.86,YES,8.62,110.47,<0.001,-,-,
05/21/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,180,"7,560",<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"2,859",0.03,90%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,"21,077",34.43,YES,23.94,"1,439.47",0.03,0.03,-,
05/21/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OIL,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,3,126,>90%,90.0%,,3.52,TK-60 Equalization Tank Aqueous,NO,#VALUE!,#VALUE!,10%,0.85,"1,230",TK-60 Equalization Tank,NO,41,0.05,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
05/21/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CENTRIFUGE CONTAINMENT ,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,5,210,99%,99.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,786,<0.01,1%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,7,0.01,YES,0.79,23.82,<0.001,<0.001,<0.001,
05/21/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - SAMPLE POINTS - ENVIRONMENTAL,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,3,126,>90%,90.0%,,4.08,TK-4507 Waste Water Tank,NO,#VALUE!,#VALUE!,10%,0.85,509.58,TK-4507 Waste Water Tank,NO,41,0.02,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
05/22/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,12,504,>90%,90.0%,1,2.07,All Groundwater,YES,"1,716",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,144,1.08,YES,1.86,580.76,<0.001,<0.001,-,
05/22/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,6,252,>90%,90.0%,1,2.07,All Groundwater,YES,858,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,72,0.54,YES,0.93,580.76,<0.001,<0.001,-,
05/22/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,7,294,>90%,90.0%,1,2.07,All Groundwater,YES,"1,001",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,84,0.63,YES,1.09,580.76,<0.001,<0.001,-,
05/22/2013,LV-6,PLANT 3 - STORMWATER,wash pad sump,STORMWATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,200,"8,400",99%,99.0%,1,0.05,Gas Oil,NO,"31,454",<0.01,1%,0.85,4.8,Gas Oil,NO,271,<0.01,YES,31.72,0.09,<0.001,<0.001,<0.001,
05/22/2013,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - W76/W82 OIL DRUMS,OIL,PLANT 1 - VAC PAD/JOE R,NO, VAC PAD,NO,YES,0.75,32,<10%,10.0%,1,0.05,Gas Oil,NO,12,<0.01,90%,0.85,4.8,Gas Oil,NO,91,<0.01,YES,0.1,4.25,<0.001,<0.001,<0.001,
05/22/2013,LV-2,PLANT 2 - UNIT 004 - #2 REFORMER/NDS/ARU,PLANT 2 - REFORMER COMPRESSOR BASIN,OILY WATER,PLANT 1 - VAC PAD/JOE R,NO, VAC PAD,NO,YES,1,42,>90%,90.0%,1,0.02,Diesel,NO,143,<0.01,10%,0.86,2,Diesel,NO,14,<0.01,YES,0.16,0.19,<0.001,<0.001,<0.001,
05/22/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/JOE R,NO, VAC PAD,NO,YES,25,"1,050",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"3,793",<0.01,5%,0.85,4.8,Gas Oil,NO,152,<0.01,YES,3.95,0.28,<0.001,<0.001,<0.001,
05/22/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - CRUDE UNLOADING SUMP,OILY STORM WATER,PLANT 1 - VAC PAD/JOE R,NO, VAC PAD,NO,YES,5,210,>90%,90.0%,1,24,Crude,NO,715,0.02,10%,0.79,"2,400",Crude,NO,63,0.15,YES,0.78,215.73,<0.001,<0.001,<0.001,
05/22/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - PUMP P-803 - AREA,OILY STORM WATER,PLANT 1 - VAC PAD/JOE R,NO, VAC PAD,NO,YES,1,42,99%,99.0%,1,<0.01,Stormwater,NO,157,<0.01,1%,0.85,0.03,Stormwater,NO,1,<0.01,YES,0.16,<0.001,<0.001,<0.001,<0.001,
05/22/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 774 - SAMPLE BUCKETS,SOUR WATER,PLANT 1 - VAC PAD/JOE R,NO, VAC PAD,NO,YES,0.0714285714,3,>90%,90.0%,1,0.79,Feed (Hydrotreater Diesel),NO,10,<0.01,10%,0.86,44.84,Feed (Hydrotreater Diesel),NO,1,<0.01,YES,0.01,4.63,<0.001,<0.001,<0.001,
05/22/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD/JOE R,YES, VAC PAD,NO,NO,35,"1,470",>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,444,0.96,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
05/22/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD/JOE R,YES, VAC PAD,NO,NO,25,"1,050",>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,317,0.68,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
05/22/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/JOE R,YES, VAC PAD,NO,NO,15,630,>90%,95.5%,1,24,Crude,NO,"2,276",0.05,5%,0.79,"2,400",Crude,NO,85,0.2,YES,2.36,109.27,<0.001,<0.001,-,
05/22/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - SAMPLE POINTS #2 OMD,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,1,42,99%,99.0%,1,46.1,Tank 20 Water Draw,NO,157,<0.01,1%,0.85,"5,762.5",Tank 20 Water Draw,NO,1,<0.01,YES,0.16,94.76,<0.001,<0.001,<0.001,
05/22/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,180,"7,560",99%,95.5%,1,24,Crude,NO,"27,308",0.66,5%,0.79,"2,400",Crude,NO,"1,017",2.44,YES,28.32,109.27,<0.001,<0.001,-,
05/22/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,240,"10,080",<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"3,813",0.04,90%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,"28,102",45.9,YES,31.92,"1,439.47",0.05,0.05,-,
